,family,father,mother,gender,height,kids,male,female,midparental_height
435,102,69.0,66.0,F,65.0,6,0.0,1.0,67.5
436,102,69.0,66.0,F,63.0,6,0.0,1.0,67.5
437,102,69.0,66.0,F,62.5,6,0.0,1.0,67.5
438,103,69.0,66.5,M,73.0,5,1.0,0.0,67.75
439,103,69.0,66.5,M,71.0,5,1.0,0.0,67.75
440,103,69.0,66.5,M,70.5,5,1.0,0.0,67.75
441,103,69.0,66.5,M,70.5,5,1.0,0.0,67.75
442,103,69.0,66.5,F,61.0,5,0.0,1.0,67.75
443,104,69.5,66.5,M,70.5,4,1.0,0.0,68.0
444,104,69.5,66.5,M,67.5,4,1.0,0.0,68.0
445,104,69.5,66.5,F,64.5,4,0.0,1.0,68.0
446,104,69.5,66.5,F,64.0,4,0.0,1.0,68.0
447,105,69.0,66.5,M,71.0,6,1.0,0.0,67.75
448,105,69.0,66.5,F,68.5,6,0.0,1.0,67.75
449,105,69.0,66.5,F,67.5,6,0.0,1.0,67.75
450,105,69.0,66.5,F,66.0,6,0.0,1.0,67.75
451,105,69.0,66.5,F,63.0,6,0.0,1.0,67.75
452,105,69.0,66.5,F,63.0,6,0.0,1.0,67.75
453,106,69.5,66.0,M,71.0,7,1.0,0.0,67.75
454,106,69.5,66.0,M,71.0,7,1.0,0.0,67.75
455,106,69.5,66.0,M,70.5,7,1.0,0.0,67.75
456,106,69.5,66.0,M,70.5,7,1.0,0.0,67.75
457,106,69.5,66.0,F,66.5,7,0.0,1.0,67.75
458,106,69.5,66.0,F,65.5,7,0.0,1.0,67.75
459,106,69.5,66.0,F,64.5,7,0.0,1.0,67.75
460,107,69.0,66.0,M,73.0,9,1.0,0.0,67.5
461,107,69.0,66.0,M,72.0,9,1.0,0.0,67.5
462,107,69.0,66.0,M,69.0,9,1.0,0.0,67.5
463,107,69.0,66.0,M,69.0,9,1.0,0.0,67.5
464,107,69.0,66.0,F,66.5,9,0.0,1.0,67.5
465,107,69.0,66.0,F,65.5,9,0.0,1.0,67.5
466,107,69.0,66.0,F,65.5,9,0.0,1.0,67.5
467,107,69.0,66.0,F,65.0,9,0.0,1.0,67.5
468,107,69.0,66.0,F,64.0,9,0.0,1.0,67.5
469,108,69.0,65.0,M,70.0,7,1.0,0.0,67.0
470,108,69.0,65.0,M,68.5,7,1.0,0.0,67.0
471,108,69.0,65.0,M,67.0,7,1.0,0.0,67.0
472,108,69.0,65.0,F,65.0,7,0.0,1.0,67.0
473,108,69.0,65.0,F,64.0,7,0.0,1.0,67.0
474,108,69.0,65.0,F,63.5,7,0.0,1.0,67.0
475,108,69.0,65.0,F,61.0,7,0.0,1.0,67.0
476,109,69.5,64.5,M,69.7,7,1.0,0.0,67.0
477,109,69.5,64.5,M,68.0,7,1.0,0.0,67.0
478,109,69.5,64.5,M,60.0,7,1.0,0.0,67.0
479,109,69.5,64.5,F,65.2,7,0.0,1.0,67.0
480,109,69.5,64.5,F,64.5,7,0.0,1.0,67.0
481,109,69.5,64.5,F,63.7,7,0.0,1.0,67.0
482,109,69.5,64.5,F,60.0,7,0.0,1.0,67.0
483,110,69.2,64.0,M,71.7,4,1.0,0.0,66.6
484,110,69.2,64.0,M,66.5,4,1.0,0.0,66.6
485,110,69.2,64.0,F,65.0,4,0.0,1.0,66.6
486,110,69.2,64.0,F,63.5,4,0.0,1.0,66.6
487,112,69.0,63.0,M,69.0,3,1.0,0.0,66.0
488,112,69.0,63.0,F,67.5,3,0.0,1.0,66.0
489,112,69.0,63.0,F,63.5,3,0.0,1.0,66.0
490,113,69.0,63.0,M,72.0,1,1.0,0.0,66.0
491,114,69.0,63.0,M,73.0,6,1.0,0.0,66.0
492,114,69.0,63.0,M,70.0,6,1.0,0.0,66.0
493,114,69.0,63.0,M,70.0,6,1.0,0.0,66.0
494,114,69.0,63.0,M,64.0,6,1.0,0.0,66.0
495,114,69.0,63.0,F,66.0,6,0.0,1.0,66.0
496,114,69.0,63.0,F,62.0,6,0.0,1.0,66.0
497,115,69.0,63.5,M,70.5,7,1.0,0.0,66.25
498,115,69.0,63.5,M,67.0,7,1.0,0.0,66.25
499,115,69.0,63.5,M,66.0,7,1.0,0.0,66.25
500,115,69.0,63.5,F,65.0,7,0.0,1.0,66.25
501,115,69.0,63.5,F,63.0,7,0.0,1.0,66.25
502,115,69.0,63.5,F,62.0,7,0.0,1.0,66.25
503,115,69.0,63.5,F,61.0,7,0.0,1.0,66.25
504,116,69.0,63.5,M,70.5,3,1.0,0.0,66.25
505,116,69.0,63.5,F,63.7,3,0.0,1.0,66.25
506,116,69.0,63.5,F,63.0,3,0.0,1.0,66.25
507,117,69.7,62.0,F,62.5,1,0.0,1.0,65.85
508,118,69.5,62.0,M,73.0,3,1.0,0.0,65.75
509,118,69.5,62.0,M,72.0,3,1.0,0.0,65.75
510,118,69.5,62.0,M,69.0,3,1.0,0.0,65.75
511,119,69.0,62.0,M,73.0,5,1.0,0.0,65.5
512,119,69.0,62.0,M,71.0,5,1.0,0.0,65.5
513,119,69.0,62.0,M,71.0,5,1.0,0.0,65.5
514,119,69.0,62.0,M,69.0,5,1.0,0.0,65.5
515,119,69.0,62.0,F,63.0,5,0.0,1.0,65.5
516,121,69.0,62.5,M,71.0,8,1.0,0.0,65.75
517,121,69.0,62.5,M,70.0,8,1.0,0.0,65.75
518,121,69.0,62.5,M,70.0,8,1.0,0.0,65.75
519,121,69.0,62.5,M,69.0,8,1.0,0.0,65.75
520,121,69.0,62.5,F,63.5,8,0.0,1.0,65.75
521,121,69.0,62.5,F,62.5,8,0.0,1.0,65.75
522,121,69.0,62.5,F,62.5,8,0.0,1.0,65.75
523,121,69.0,62.5,F,62.0,8,0.0,1.0,65.75
524,122,69.0,62.0,M,72.0,4,1.0,0.0,65.5
525,122,69.0,62.0,M,68.0,4,1.0,0.0,65.5
526,122,69.0,62.0,F,66.0,4,0.0,1.0,65.5
527,122,69.0,62.0,F,66.0,4,0.0,1.0,65.5
528,123,69.5,61.0,M,70.0,5,1.0,0.0,65.25
529,123,69.5,61.0,M,69.5,5,1.0,0.0,65.25
530,123,69.5,61.0,M,69.0,5,1.0,0.0,65.25
531,123,69.5,61.0,F,63.0,5,0.0,1.0,65.25
532,123,69.5,61.0,F,62.0,5,0.0,1.0,65.25
533,124,69.0,61.0,M,68.0,9,1.0,0.0,65.0
534,124,69.0,61.0,M,68.0,9,1.0,0.0,65.0
535,124,69.0,61.0,M,67.5,9,1.0,0.0,65.0
536,124,69.0,61.0,M,64.0,9,1.0,0.0,65.0
537,124,69.0,61.0,M,63.0,9,1.0,0.0,65.0
538,124,69.0,61.0,M,63.0,9,1.0,0.0,65.0
539,124,69.0,61.0,F,63.5,9,0.0,1.0,65.0
540,124,69.0,61.0,F,62.0,9,0.0,1.0,65.0
541,124,69.0,61.0,F,62.0,9,0.0,1.0,65.0
542,125,69.0,60.0,M,70.5,3,1.0,0.0,64.5
543,125,69.0,60.0,F,68.0,3,0.0,1.0,64.5
544,125,69.0,60.0,F,62.5,3,0.0,1.0,64.5
545,126,69.0,60.0,M,69.0,4,1.0,0.0,64.5
546,126,69.0,60.0,M,66.0,4,1.0,0.0,64.5
547,126,69.0,60.0,F,61.7,4,0.0,1.0,64.5
548,126,69.0,60.0,F,60.5,4,0.0,1.0,64.5
549,127,69.0,60.5,M,69.5,1,1.0,0.0,64.75
550,128,68.7,70.5,M,71.0,2,1.0,0.0,69.6
551,128,68.7,70.5,F,61.7,2,0.0,1.0,69.6
552,129,68.5,67.0,M,73.0,3,1.0,0.0,67.75
553,129,68.5,67.0,M,71.0,3,1.0,0.0,67.75
554,129,68.5,67.0,F,67.0,3,0.0,1.0,67.75
555,130,68.5,66.5,M,70.0,11,1.0,0.0,67.5
556,130,68.5,66.5,M,69.0,11,1.0,0.0,67.5
557,130,68.5,66.5,M,69.0,11,1.0,0.0,67.5
558,130,68.5,66.5,M,68.7,11,1.0,0.0,67.5
559,130,68.5,66.5,M,68.5,11,1.0,0.0,67.5
560,130,68.5,66.5,M,68.5,11,1.0,0.0,67.5
561,130,68.5,66.5,M,68.0,11,1.0,0.0,67.5
562,130,68.5,66.5,M,68.0,11,1.0,0.0,67.5
563,130,68.5,66.5,M,68.0,11,1.0,0.0,67.5
564,130,68.5,66.5,F,63.2,11,0.0,1.0,67.5
565,131,68.0,65.0,M,67.5,2,1.0,0.0,66.5
566,131,68.0,65.0,M,66.0,2,1.0,0.0,66.5
567,132,68.0,65.5,M,66.0,2,1.0,0.0,66.75
568,132,68.0,65.5,F,64.0,2,0.0,1.0,66.75
569,133,68.0,65.5,M,71.7,7,1.0,0.0,66.75
570,133,68.0,65.5,M,71.5,7,1.0,0.0,66.75
571,133,68.0,65.5,M,70.7,7,1.0,0.0,66.75
572,133,68.0,65.5,M,65.5,7,1.0,0.0,66.75
573,133,68.0,65.5,F,66.5,7,0.0,1.0,66.75
574,133,68.0,65.5,F,65.2,7,0.0,1.0,66.75
575,133,68.0,65.5,F,61.5,7,0.0,1.0,66.75
576,134,68.0,65.0,M,72.0,4,1.0,0.0,66.5
577,134,68.0,65.0,M,72.0,4,1.0,0.0,66.5
578,134,68.0,65.0,F,68.0,4,0.0,1.0,66.5
579,134,68.0,65.0,F,66.0,4,0.0,1.0,66.5
580,135,68.5,65.0,M,69.2,8,1.0,0.0,66.75
581,135,68.5,65.0,M,68.0,8,1.0,0.0,66.75
582,135,68.5,65.0,M,66.0,8,1.0,0.0,66.75
583,135,68.5,65.0,M,66.0,8,1.0,0.0,66.75
584,135,68.5,65.0,F,62.0,8,0.0,1.0,66.75
585,135,68.5,65.0,F,61.5,8,0.0,1.0,66.75
586,135,68.5,65.0,F,61.0,8,0.0,1.0,66.75
587,135,68.5,65.0,F,60.0,8,0.0,1.0,66.75
588,136,68.0,64.0,M,71.0,10,1.0,0.0,66.0
589,136,68.0,64.0,M,68.0,10,1.0,0.0,66.0
590,136,68.0,64.0,M,68.0,10,1.0,0.0,66.0
591,136,68.0,64.0,M,67.0,10,1.0,0.0,66.0
592,136,68.0,64.0,F,65.0,10,0.0,1.0,66.0
593,136,68.0,64.0,F,64.0,10,0.0,1.0,66.0
594,136,68.0,64.0,F,63.0,10,0.0,1.0,66.0
595,136,68.0,64.0,F,63.0,10,0.0,1.0,66.0
596,136,68.0,64.0,F,62.0,10,0.0,1.0,66.0
597,136,68.0,64.0,F,61.0,10,0.0,1.0,66.0
598,137,68.0,64.0,M,66.0,4,1.0,0.0,66.0
599,137,68.0,64.0,M,63.0,4,1.0,0.0,66.0
600,137,68.0,64.0,F,65.5,4,0.0,1.0,66.0
601,137,68.0,64.0,F,62.0,4,0.0,1.0,66.0
602,138,68.0,64.0,M,71.2,5,1.0,0.0,66.0
603,138,68.0,64.0,M,71.2,5,1.0,0.0,66.0
604,138,68.0,64.0,M,69.0,5,1.0,0.0,66.0
605,138,68.0,64.0,M,68.5,5,1.0,0.0,66.0
606,138,68.0,64.0,F,62.5,5,0.0,1.0,66.0
607,139,68.0,64.5,F,62.0,1,0.0,1.0,66.25
608,140,68.0,64.0,M,69.0,10,1.0,0.0,66.0
609,140,68.0,64.0,M,67.0,10,1.0,0.0,66.0
610,140,68.0,64.0,M,66.0,10,1.0,0.0,66.0
611,140,68.0,64.0,F,66.0,10,0.0,1.0,66.0
612,140,68.0,64.0,F,66.0,10,0.0,1.0,66.0
613,140,68.0,64.0,F,65.0,10,0.0,1.0,66.0
614,140,68.0,64.0,F,65.0,10,0.0,1.0,66.0
615,140,68.0,64.0,F,65.0,10,0.0,1.0,66.0
616,140,68.0,64.0,F,64.0,10,0.0,1.0,66.0
617,140,68.0,64.0,F,63.0,10,0.0,1.0,66.0
618,141,68.0,63.0,M,70.5,8,1.0,0.0,65.5
619,141,68.0,63.0,M,70.0,8,1.0,0.0,65.5
620,141,68.0,63.0,M,68.0,8,1.0,0.0,65.5
621,141,68.0,63.0,M,66.0,8,1.0,0.0,65.5
622,141,68.0,63.0,M,66.0,8,1.0,0.0,65.5
623,141,68.0,63.0,F,66.0,8,0.0,1.0,65.5
624,141,68.0,63.0,F,62.0,8,0.0,1.0,65.5
625,141,68.0,63.0,F,61.5,8,0.0,1.0,65.5
626,142,68.5,63.5,M,73.5,4,1.0,0.0,66.0
627,142,68.5,63.5,M,70.0,4,1.0,0.0,66.0
628,142,68.5,63.5,M,69.5,4,1.0,0.0,66.0
629,142,68.5,63.5,F,65.5,4,0.0,1.0,66.0
630,143,68.0,63.0,M,67.0,1,1.0,0.0,65.5
631,144,68.0,63.0,M,70.0,4,1.0,0.0,65.5
632,144,68.0,63.0,M,68.0,4,1.0,0.0,65.5
633,144,68.0,63.0,F,64.5,4,0.0,1.0,65.5
634,144,68.0,63.0,F,64.0,4,0.0,1.0,65.5
635,145,68.0,63.0,M,71.0,8,1.0,0.0,65.5
636,145,68.0,63.0,M,68.0,8,1.0,0.0,65.5
637,145,68.0,63.0,M,66.0,8,1.0,0.0,65.5
638,145,68.0,63.0,M,65.5,8,1.0,0.0,65.5
639,145,68.0,63.0,M,65.0,8,1.0,0.0,65.5
640,145,68.0,63.0,F,63.0,8,0.0,1.0,65.5
641,145,68.0,63.0,F,62.0,8,0.0,1.0,65.5
642,145,68.0,63.0,F,62.0,8,0.0,1.0,65.5
643,146,68.0,63.0,M,67.0,6,1.0,0.0,65.5
644,146,68.0,63.0,M,67.0,6,1.0,0.0,65.5
645,146,68.0,63.0,M,66.0,6,1.0,0.0,65.5
646,146,68.0,63.0,F,64.0,6,0.0,1.0,65.5
647,146,68.0,63.0,F,63.5,6,0.0,1.0,65.5
648,146,68.0,63.0,F,61.0,6,0.0,1.0,65.5
649,147,68.5,63.5,M,68.2,1,1.0,0.0,66.0
650,148,68.0,63.0,M,70.0,1,1.0,0.0,65.5
651,149,68.2,63.5,M,70.0,5,1.0,0.0,65.85
652,149,68.2,63.5,M,69.0,5,1.0,0.0,65.85
653,149,68.2,63.5,M,67.0,5,1.0,0.0,65.85
654,149,68.2,63.5,M,65.5,5,1.0,0.0,65.85
655,149,68.2,63.5,F,64.5,5,0.0,1.0,65.85
656,150,68.0,62.5,M,68.5,1,1.0,0.0,65.25
657,151,68.7,62.0,M,67.7,2,1.0,0.0,65.35
658,151,68.7,62.0,F,61.7,2,0.0,1.0,65.35
659,152,68.0,62.5,M,66.5,1,1.0,0.0,65.25
660,153,68.0,61.0,M,68.5,5,1.0,0.0,64.5
661,153,68.0,61.0,M,68.0,5,1.0,0.0,64.5
662,153,68.0,61.0,M,64.0,5,1.0,0.0,64.5
663,153,68.0,61.0,F,63.5,5,0.0,1.0,64.5
664,153,68.0,61.0,F,63.0,5,0.0,1.0,64.5
665,154,68.0,60.2,M,66.7,1,1.0,0.0,64.1
666,155,68.0,60.0,M,64.0,7,1.0,0.0,64.0
667,155,68.0,60.0,F,61.0,7,0.0,1.0,64.0
668,155,68.0,60.0,F,61.0,7,0.0,1.0,64.0
669,155,68.0,60.0,F,60.0,7,0.0,1.0,64.0
670,155,68.0,60.0,F,60.0,7,0.0,1.0,64.0
671,155,68.0,60.0,F,60.0,7,0.0,1.0,64.0
672,155,68.0,60.0,F,56.0,7,0.0,1.0,64.0
673,156,68.0,60.0,M,67.5,4,1.0,0.0,64.0
674,156,68.0,60.0,M,67.0,4,1.0,0.0,64.0
675,156,68.0,60.0,M,66.5,4,1.0,0.0,64.0
676,156,68.0,60.0,F,60.0,4,0.0,1.0,64.0
677,157,68.5,59.0,M,69.0,1,1.0,0.0,63.75
678,158,68.0,59.0,M,68.0,10,1.0,0.0,63.5
679,158,68.0,59.0,M,65.0,10,1.0,0.0,63.5
680,158,68.0,59.0,M,64.7,10,1.0,0.0,63.5
681,158,68.0,59.0,M,64.0,10,1.0,0.0,63.5
682,158,68.0,59.0,M,64.0,10,1.0,0.0,63.5
683,158,68.0,59.0,M,63.0,10,1.0,0.0,63.5
684,158,68.0,59.0,F,65.0,10,0.0,1.0,63.5
685,158,68.0,59.0,F,65.0,10,0.0,1.0,63.5
686,158,68.0,59.0,F,62.0,10,0.0,1.0,63.5
687,158,68.0,59.0,F,61.0,10,0.0,1.0,63.5
688,159,67.0,66.2,M,72.7,5,1.0,0.0,66.6
689,159,67.0,66.2,M,72.7,5,1.0,0.0,66.6
690,159,67.0,66.2,M,71.5,5,1.0,0.0,66.6
691,159,67.0,66.2,F,65.5,5,0.0,1.0,66.6
692,159,67.0,66.2,F,63.5,5,0.0,1.0,66.6
693,160,67.0,66.5,M,71.0,1,1.0,0.0,66.75
694,162,67.0,65.0,M,69.7,6,1.0,0.0,66.0
695,162,67.0,65.0,M,67.5,6,1.0,0.0,66.0
696,162,67.0,65.0,F,65.5,6,0.0,1.0,66.0
697,162,67.0,65.0,F,65.0,6,0.0,1.0,66.0
698,162,67.0,65.0,F,64.5,6,0.0,1.0,66.0
699,162,67.0,65.0,F,63.5,6,0.0,1.0,66.0
700,163,67.0,65.5,M,70.0,5,1.0,0.0,66.25
701,163,67.0,65.5,M,69.0,5,1.0,0.0,66.25
702,163,67.0,65.5,F,65.5,5,0.0,1.0,66.25
703,163,67.0,65.5,F,65.5,5,0.0,1.0,66.25
704,163,67.0,65.5,F,63.0,5,0.0,1.0,66.25
705,164,67.0,65.5,M,70.0,4,1.0,0.0,66.25
706,164,67.0,65.5,M,67.7,4,1.0,0.0,66.25
707,164,67.0,65.5,F,63.0,4,0.0,1.0,66.25
708,164,67.0,65.5,F,60.0,4,0.0,1.0,66.25
709,165,67.0,65.0,M,65.0,3,1.0,0.0,66.0
710,165,67.0,65.0,F,62.0,3,0.0,1.0,66.0
711,165,67.0,65.0,F,62.0,3,0.0,1.0,66.0
712,166,67.5,65.0,M,71.0,11,1.0,0.0,66.25
713,166,67.5,65.0,M,69.0,11,1.0,0.0,66.25
714,166,67.5,65.0,F,64.0,11,0.0,1.0,66.25
715,166,67.5,65.0,F,64.0,11,0.0,1.0,66.25
716,166,67.5,65.0,F,63.0,11,0.0,1.0,66.25
717,166,67.5,65.0,F,63.0,11,0.0,1.0,66.25
718,166,67.5,65.0,F,63.0,11,0.0,1.0,66.25
719,166,67.5,65.0,F,63.0,11,0.0,1.0,66.25
720,166,67.5,65.0,F,63.0,11,0.0,1.0,66.25
721,166,67.5,65.0,F,62.5,11,0.0,1.0,66.25
722,166,67.5,65.0,F,62.0,11,0.0,1.0,66.25
723,167,67.0,64.0,M,71.5,4,1.0,0.0,65.5
724,167,67.0,64.0,M,70.0,4,1.0,0.0,65.5
725,167,67.0,64.0,M,67.0,4,1.0,0.0,65.5
726,167,67.0,64.0,M,67.0,4,1.0,0.0,65.5
727,168,67.0,63.5,M,71.0,8,1.0,0.0,65.25
728,168,67.0,63.5,M,70.2,8,1.0,0.0,65.25
729,168,67.0,63.5,M,69.2,8,1.0,0.0,65.25
730,168,67.0,63.5,M,68.5,8,1.0,0.0,65.25
731,168,67.0,63.5,M,68.0,8,1.0,0.0,65.25
732,168,67.0,63.5,M,67.0,8,1.0,0.0,65.25
733,168,67.0,63.5,M,65.5,8,1.0,0.0,65.25
734,168,67.0,63.5,F,63.5,8,0.0,1.0,65.25
735,169,67.0,63.0,M,69.0,3,1.0,0.0,65.0
736,169,67.0,63.0,M,68.0,3,1.0,0.0,65.0
737,169,67.0,63.0,F,63.0,3,0.0,1.0,65.0
738,170,67.5,62.0,M,70.0,5,1.0,0.0,64.75
739,170,67.5,62.0,M,69.5,5,1.0,0.0,64.75
740,170,67.5,62.0,M,69.0,5,1.0,0.0,64.75
741,170,67.5,62.0,M,68.5,5,1.0,0.0,64.75
742,170,67.5,62.0,F,66.0,5,0.0,1.0,64.75
743,171,67.0,61.0,M,67.0,1,1.0,0.0,64.0
744,172,66.0,67.0,M,70.5,8,1.0,0.0,66.5
745,172,66.0,67.0,M,70.5,8,1.0,0.0,66.5
746,172,66.0,67.0,M,67.0,8,1.0,0.0,66.5
747,172,66.0,67.0,M,66.0,8,1.0,0.0,66.5
748,172,66.0,67.0,M,66.0,8,1.0,0.0,66.5
749,172,66.0,67.0,F,62.0,8,0.0,1.0,66.5
750,172,66.0,67.0,F,62.0,8,0.0,1.0,66.5
751,172,66.0,67.0,F,61.5,8,0.0,1.0,66.5
752,173,66.0,67.0,M,72.0,9,1.0,0.0,66.5
753,173,66.0,67.0,M,65.0,9,1.0,0.0,66.5
754,173,66.0,67.0,M,65.0,9,1.0,0.0,66.5
755,173,66.0,67.0,F,67.0,9,0.0,1.0,66.5
756,173,66.0,67.0,F,64.0,9,0.0,1.0,66.5
757,173,66.0,67.0,F,64.0,9,0.0,1.0,66.5
758,173,66.0,67.0,F,62.0,9,0.0,1.0,66.5
759,173,66.0,67.0,F,60.0,9,0.0,1.0,66.5
760,173,66.0,67.0,F,60.0,9,0.0,1.0,66.5
761,174,66.0,66.0,M,66.0,5,1.0,0.0,66.0
762,174,66.0,66.0,M,65.0,5,1.0,0.0,66.0
763,174,66.0,66.0,F,67.0,5,0.0,1.0,66.0
764,174,66.0,66.0,F,66.5,5,0.0,1.0,66.0
765,174,66.0,66.0,F,65.5,5,0.0,1.0,66.0
766,175,66.0,66.0,M,72.0,6,1.0,0.0,66.0
767,175,66.0,66.0,M,68.0,6,1.0,0.0,66.0
768,175,66.0,66.0,F,66.0,6,0.0,1.0,66.0
769,175,66.0,66.0,F,65.0,6,0.0,1.0,66.0
770,175,66.0,66.0,F,62.0,6,0.0,1.0,66.0
771,175,66.0,66.0,F,61.0,6,0.0,1.0,66.0
772,176,66.5,65.0,M,68.7,8,1.0,0.0,65.75
773,176,66.5,65.0,M,68.5,8,1.0,0.0,65.75
774,176,66.5,65.0,M,66.5,8,1.0,0.0,65.75
775,176,66.5,65.0,M,64.5,8,1.0,0.0,65.75
776,176,66.5,65.0,F,62.5,8,0.0,1.0,65.75
777,176,66.5,65.0,F,60.5,8,0.0,1.0,65.75
778,176,66.5,65.0,F,60.5,8,0.0,1.0,65.75
779,176,66.5,65.0,F,57.5,8,0.0,1.0,65.75
780,177,66.0,65.5,M,72.0,5,1.0,0.0,65.75
781,177,66.0,65.5,M,71.0,5,1.0,0.0,65.75
782,177,66.0,65.5,M,67.0,5,1.0,0.0,65.75
783,177,66.0,65.5,F,66.0,5,0.0,1.0,65.75
784,177,66.0,65.5,F,65.0,5,0.0,1.0,65.75
785,178,66.0,63.0,M,70.0,1,1.0,0.0,64.5
786,179,66.0,63.5,F,64.5,2,0.0,1.0,64.75
787,179,66.0,63.5,F,62.0,2,0.0,1.0,64.75
788,180,66.5,63.0,M,67.2,6,1.0,0.0,64.75
789,180,66.5,63.0,M,67.0,6,1.0,0.0,64.75
790,180,66.5,63.0,M,65.0,6,1.0,0.0,64.75
791,180,66.5,63.0,F,65.0,6,0.0,1.0,64.75
792,180,66.5,63.0,F,65.0,6,0.0,1.0,64.75
793,180,66.5,63.0,F,63.0,6,0.0,1.0,64.75
794,181,66.5,62.5,M,70.0,7,1.0,0.0,64.5
795,181,66.5,62.5,M,68.0,7,1.0,0.0,64.5
796,181,66.5,62.5,F,63.5,7,0.0,1.0,64.5
797,181,66.5,62.5,F,62.5,7,0.0,1.0,64.5
798,181,66.5,62.5,F,62.5,7,0.0,1.0,64.5
799,181,66.5,62.5,F,62.5,7,0.0,1.0,64.5
800,181,66.5,62.5,F,62.5,7,0.0,1.0,64.5
801,182,66.0,61.5,M,70.0,1,1.0,0.0,63.75
802,183,66.0,60.0,M,68.0,4,1.0,0.0,63.0
803,183,66.0,60.0,M,67.0,4,1.0,0.0,63.0
804,183,66.0,60.0,M,65.0,4,1.0,0.0,63.0
805,183,66.0,60.0,F,60.0,4,0.0,1.0,63.0
806,184,66.0,60.0,M,65.0,1,1.0,0.0,63.0
807,185,66.0,59.0,M,68.0,15,1.0,0.0,62.5
808,185,66.0,59.0,M,67.0,15,1.0,0.0,62.5
809,185,66.0,59.0,M,66.5,15,1.0,0.0,62.5
810,185,66.0,59.0,M,66.0,15,1.0,0.0,62.5
811,185,66.0,59.0,M,65.7,15,1.0,0.0,62.5
812,185,66.0,59.0,M,65.5,15,1.0,0.0,62.5
813,185,66.0,59.0,M,65.0,15,1.0,0.0,62.5
814,185,66.0,59.0,F,65.0,15,0.0,1.0,62.5
815,185,66.0,59.0,F,64.0,15,0.0,1.0,62.5
816,185,66.0,59.0,F,63.0,15,0.0,1.0,62.5
817,185,66.0,59.0,F,62.0,15,0.0,1.0,62.5
818,185,66.0,59.0,F,61.0,15,0.0,1.0,62.5
819,185,66.0,59.0,F,60.0,15,0.0,1.0,62.5
820,185,66.0,59.0,F,58.0,15,0.0,1.0,62.5
821,185,66.0,59.0,F,57.0,15,0.0,1.0,62.5
822,186,65.0,67.0,M,66.5,4,1.0,0.0,66.0
823,186,65.0,67.0,M,66.0,4,1.0,0.0,66.0
824,186,65.0,67.0,M,66.0,4,1.0,0.0,66.0
825,186,65.0,67.0,F,65.0,4,0.0,1.0,66.0
826,187,65.0,67.0,F,63.0,1,0.0,1.0,66.0
827,188,65.0,66.0,M,63.0,4,1.0,0.0,65.5
828,188,65.0,66.0,F,63.0,4,0.0,1.0,65.5
829,188,65.0,66.0,F,63.0,4,0.0,1.0,65.5
830,188,65.0,66.0,F,60.0,4,0.0,1.0,65.5
831,190,65.0,65.0,M,69.0,9,1.0,0.0,65.0
832,190,65.0,65.0,M,68.0,9,1.0,0.0,65.0
833,190,65.0,65.0,M,68.0,9,1.0,0.0,65.0
834,190,65.0,65.0,F,65.0,9,0.0,1.0,65.0
835,190,65.0,65.0,F,65.0,9,0.0,1.0,65.0
836,190,65.0,65.0,F,62.0,9,0.0,1.0,65.0
837,190,65.0,65.0,F,62.0,9,0.0,1.0,65.0
838,190,65.0,65.0,F,61.0,9,0.0,1.0,65.0
839,190,65.0,65.0,F,59.0,9,0.0,1.0,65.0
840,191,65.0,65.5,M,70.7,2,1.0,0.0,65.25
841,191,65.0,65.5,F,65.5,2,0.0,1.0,65.25
842,192,65.0,65.0,M,69.2,6,1.0,0.0,65.0
843,192,65.0,65.0,M,69.0,6,1.0,0.0,65.0
844,192,65.0,65.0,M,68.0,6,1.0,0.0,65.0
845,192,65.0,65.0,M,67.7,6,1.0,0.0,65.0
846,192,65.0,65.0,F,64.5,6,0.0,1.0,65.0
847,192,65.0,65.0,F,60.5,6,0.0,1.0,65.0
848,193,65.0,64.0,M,67.0,6,1.0,0.0,64.5
849,193,65.0,64.0,M,67.0,6,1.0,0.0,64.5
850,193,65.0,64.0,F,64.0,6,0.0,1.0,64.5
851,193,65.0,64.0,F,64.0,6,0.0,1.0,64.5
852,193,65.0,64.0,F,62.5,6,0.0,1.0,64.5
853,193,65.0,64.0,F,60.5,6,0.0,1.0,64.5
854,194,65.0,63.0,M,70.0,2,1.0,0.0,64.0
855,194,65.0,63.0,F,63.0,2,0.0,1.0,64.0
856,195,65.0,63.0,M,66.0,3,1.0,0.0,64.0
857,195,65.0,63.0,M,66.0,3,1.0,0.0,64.0
858,195,65.0,63.0,F,63.0,3,0.0,1.0,64.0
859,196,65.5,63.0,M,71.0,4,1.0,0.0,64.25
860,196,65.5,63.0,M,71.0,4,1.0,0.0,64.25
861,196,65.5,63.0,M,69.0,4,1.0,0.0,64.25
862,196,65.5,63.0,F,63.5,4,0.0,1.0,64.25
863,197,65.5,60.0,M,68.0,5,1.0,0.0,62.75
864,197,65.5,60.0,M,68.0,5,1.0,0.0,62.75
865,197,65.5,60.0,M,67.0,5,1.0,0.0,62.75
866,197,65.5,60.0,M,67.0,5,1.0,0.0,62.75
867,197,65.5,60.0,F,62.0,5,0.0,1.0,62.75
868,198,64.0,64.0,M,71.5,7,1.0,0.0,64.0
869,198,64.0,64.0,M,68.0,7,1.0,0.0,64.0
870,198,64.0,64.0,F,65.5,7,0.0,1.0,64.0
