,RegionName,InventoryRaw_AllHomes
2368885,douglasvilledouglasga,1460.0
2368886,douglasworcesterma,68.0
2368888,dover_townshipyorkpa,97.0
2368890,doverdutchessny,65.0
2368891,doverhillsboroughfl,142.0
2368892,doverkentde,264.0
2368893,dovermorrisnj,78.0
2368895,doverpopear,46.0
2368897,doverstewarttn,57.0
2368898,doverstraffordnh,226.0
2368901,dowagiaccassmi,205.0
2368906,downers_grovedu_pageil,486.0
2368907,downeylos_angelesca,305.0
2368908,downingtownchesterpa,51.0
2368913,doylestown_townshipbuckspa,170.0
2368916,dracutmiddlesexma,162.0
2368918,drakelarimerco,39.0
2368920,draperpulaskiva,12.0
2368921,drapersalt_lakeut,295.0
2368925,dresdenlincolnme,19.0
2368928,dresserpolkwi,19.0
2368929,drexel_hilldelawarepa,234.0
2368932,driftwoodhaystx,40.0
2368933,dripping_springshaystx,154.0
2368934,druid_hillsdekalbga,107.0
2368939,dry_ridgegrantky,89.0
2368941,drydenlapeermi,39.0
2368944,dublinalamedaca,243.0
2368946,dublinerathtx,64.0
2368947,dublinfranklinoh,442.0
2368948,dublinlaurensga,159.0
2368949,dublinpulaskiva,46.0
2368956,duckdarenc,82.0
2368958,dudleyworcesterma,75.0
2368961,duluthgwinnettga,718.0
2368962,duluthsaint_louismn,710.0
2368965,dumfriesprince_williamva,114.0
2368967,dumontbergennj,45.0
2368972,duncanspartanburgsc,112.0
2368973,duncanstephensok,177.0
2368974,duncanvilledallastx,172.0
2368976,dundalkbaltimoremd,411.0
2368978,dundeemonroemi,78.0
2368983,dunedinpinellasfl,502.0
2368984,dunellenmiddlesexnj,51.0
2368985,dunes_citylaneor,27.0
2368988,dunkirkcalvertmd,46.0
2368993,dunlappeoriail,37.0
2368994,dunlapsequatchietn,227.0
2368997,dunndanewi,43.0
2368998,dunnelloncitrusfl,610.0
2369000,dunnharnettnc,130.0
2369002,dunnsvilleessexva,17.0
2369005,dunwoodydekalbga,396.0
2369008,duposaint_clairil,50.0
2369010,durandpepinwi,24.0
2369011,durandshiawasseemi,44.0
2369013,durangola_plataco,629.0
2369019,durhamdurhamnc,2133.0
2369021,durhammiddlesexct,37.0
2369024,duvallkingwa,85.0
2369029,dyerlakein,124.0
2369030,dyersburgdyertn,109.0
2369032,eagandakotamn,351.0
2369039,eagle_mountaintarranttx,44.0
2369040,eagle_mountainutahut,197.0
2369042,eagle_pointjacksonor,186.0
2369043,eagle_rivervilaswi,239.0
2369046,eagleadaid,341.0
2369056,earlevillececilmd,39.0
2369061,earlysvillealbemarleva,43.0
2369064,easleypickenssc,625.0
2369066,east_altonmadisonil,69.0
2369067,east_amwell_townshiphunterdonnj,30.0
2369068,east_auroraerieny,78.0
2369070,east_bendyadkinnc,25.0
2369073,east_bethelanokamn,81.0
2369076,east_brainerdhamiltontn,137.0
2369077,east_brandywine_townshipchesterpa,101.0
2369078,east_bridgewaterplymouthma,94.0
2369079,east_brunswickmiddlesexnj,402.0
2369089,east_coventry_townshipchesterpa,47.0
2369093,east_dublinlaurensga,18.0
2369096,east_earllancasterpa,22.0
2369097,east_fallowfield_townshipchesterpa,78.0
2369098,east_falmouthbarnstablema,320.0
2369099,east_fishkilldutchessny,244.0
2369104,east_glenvilleschenectadyny,32.0
2369105,east_granbyhartfordct,28.0
2369107,east_grand_rapidskentmi,115.0
2369108,east_greenbushrensselaerny,102.0
2369109,east_greenvillemontgomerypa,22.0
2369110,east_greenwich_townshipgloucesternj,115.0
2369111,east_greenwichkentri,137.0
2369114,east_haddammiddlesexct,103.0
2369116,east_hamptonmiddlesexct,122.0
2369118,east_hanover_townshipdauphinpa,22.0
2369120,east_hanovermorrisnj,57.0
2369121,east_hartfordhartfordct,319.0
2369122,east_havennew_havenct,236.0
2369125,east_hempfield_townshiplancasterpa,143.0
2369126,east_highland_parkhenricova,113.0
2369130,east_huntingdon_townshipwestmorelandpa,17.0
2369131,east_jordancharlevoixmi,99.0
2369135,east_lake_orient_parkhillsboroughfl,66.0
2369136,east_lampeter_townshiplancasterpa,76.0
2369137,east_lansdownedelawarepa,19.0
2369138,east_lansinginghammi,211.0
2369141,east_longmeadowhampdenma,86.0
2369142,east_los_angeleslos_angelesca,133.0
2369143,east_lymenew_londonct,58.0
2369144,east_machiaswashingtonme,24.0
2369146,east_marionsuffolkny,25.0
2369147,east_marlborough_townshipchesterpa,73.0
2369149,east_meadownassauny,236.0
2369150,east_millcreeksalt_lakeut,63.0
2369154,east_morichessuffolkny,106.0
2369156,east_norritonmontgomerypa,109.0
2369157,east_northportsuffolkny,148.0
2369160,east_orangeessexnj,260.0
2369161,east_palatkaputnamfl,54.0
2369165,east_penn_townshipcarbonpa,17.0
2369166,east_pennsborocumberlandpa,78.0
2369167,east_peoriatazewellil,105.0
2369169,east_pikeland_townshipchesterpa,52.0
2369171,east_pointfultonga,335.0
2369172,east_providenceprovidenceri,207.0
2369173,east_quoguesuffolkny,129.0
2369174,east_ridgehamiltontn,139.0
2369177,east_rockawaynassauny,120.0
2369181,east_sandwichbarnstablema,88.0
2369185,east_stroudsburgmonroepa,342.0
2369191,east_vincent_townshipchesterpa,40.0
2369192,east_washingtonwashingtonpa,13.0
2369199,east_windsormercernj,202.0
2369200,east_yorkyorkpa,53.0
2369203,eastchesterwestchesterny,164.0
2369205,easthambarnstablema,101.0
2369207,eastlakelakeoh,164.0
2369208,eastlandeastlandtx,53.0
2369210,eastonbristolma,126.0
2369211,eastonfairfieldct,51.0
2369213,eastonnorthamptonpa,204.0
2369214,eastontalbotmd,199.0
2369217,eastpointfranklinfl,177.0
2369218,eastportsuffolkny,66.0
2369219,eastportwashingtonme,58.0
2369220,eastsoundsan_juanwa,62.0
2369221,easttown_townshipchesterpa,99.0
2369225,eastwoodkalamazoomi,39.0
2369226,eaton_rapidseatonmi,99.0
2369231,eatonprebleoh,150.0
2369232,eatons_necksuffolkny,19.0
2369233,eatontonputnamga,386.0
2369234,eatontownmonmouthnj,87.0
2369236,eatonvillepiercewa,72.0
2369238,eau_claireberrienmi,33.0
2369239,eau_claireeau_clairewi,397.0
2369243,eclecticelmoreal,52.0
2369244,economybeaverpa,68.0
2369251,eden_islesaint_tammanyla,157.0
2369252,eden_prairiehennepinmn,411.0
2369254,edenfond_du_lacwi,8.0
2369257,edentonchowannc,173.0
2369258,edenweberut,88.0
2369260,edgarmarathonwi,10.0
2369261,edgartowndukesma,70.0
2369263,edgefieldedgefieldsc,31.0
2369264,edgemerebaltimoremd,52.0
2369267,edgemoornew_castlede,66.0
2369269,edgertonrockwi,62.0
2369271,edgewater_parkburlingtonnj,49.0
2369272,edgewateranne_arundelmd,154.0
2369273,edgewaterbergennj,64.0
2369276,edgewatervolusiafl,426.0
2369278,edgewoodashtabulaoh,22.0
2369279,edgewoodharfordmd,165.0
2369283,edgewoodpiercewa,55.0
2369284,edgewoodsanta_fenm,145.0
2369285,edgewoodvan_zandttx,28.0
2369286,edgeworthalleghenypa,37.0
2369287,edgmont_townshipdelawarepa,27.0
2369288,edinahennepinmn,340.0
2369289,edinboroeriepa,20.0
2369291,edinburghidalgotx,252.0
2369292,edinburghjohnsonin,31.0
2369294,edinburgshenandoahva,53.0
2369296,edisonmiddlesexnj,526.0
2369298,edisto_beachcolletonsc,204.0
2369300,edmondoklahomaok,1795.0
2369301,edmondssnohomishwa,294.0
2369306,edwardsburgcassmi,87.0
2369307,edwardseagleco,227.0
2369313,edwardsvillemadisonil,279.0
2369316,effinghamcarrollnh,25.0
2369318,effortmonroepa,99.0
2369321,egg_harbor_townshipatlanticnj,426.0
2369322,egg_harbordoorwi,98.0
2369323,egremontberkshirema,15.0
2369324,egypt_lake_letohillsboroughfl,235.0
2369325,eight_milemobileal,18.0
2369327,el_cajonsan_diegoca,682.0
2369328,el_campowhartontx,53.0
2369330,el_centroimperialca,166.0
2369332,el_dorado_hillsel_doradoca,258.0
2369333,el_doradobutlerks,63.0
2369336,el_miragemaricopaaz,406.0
2369337,el_montelos_angelesca,133.0
2369338,el_pasoel_pasotx,3175.0
2369343,el_renocanadianok,81.0
2369350,elbertabaldwinal,85.0
2369351,elbertel_pasoco,120.0
2369352,elbertonelbertga,21.0
2369353,elburnkaneil,88.0
2369354,eldonmillermo,55.0
2369360,eldridgelacledemo,10.0
2369364,elevaeau_clairewi,16.0
2369365,elfridacochiseaz,25.0
2369367,elgincomancheok,58.0
2369368,elginkaneil,984.0
2369369,elginkershawsc,113.0
2369373,eliotyorkme,48.0
2369374,elizabeth_citypasquotanknc,496.0
2369375,elizabeth_townshipalleghenypa,71.0
2369377,elizabethelbertco,137.0
2369380,elizabethtoncartertn,87.0
2369384,elizabethtownlancasterpa,70.0
2369385,elizabethunionnj,191.0
2369388,elk_creekgraysonva,15.0
2369389,elk_grove_villagecookil,284.0
2369390,elk_grovesacramentoca,648.0
2369391,elk_mounddunnwi,31.0
2369392,elk_rapidsantrimmi,87.0
2369394,elk_riversherburnemn,209.0
2369397,elk_townshipgloucesternj,44.0
2369400,elkhartelkhartin,521.0
2369402,elkhornwalworthwi,87.0
2369403,elkinsrandolphwv,53.0
2369404,elkinsurrync,56.0
2369407,elkmontlimestoneal,69.0
2369408,elko_new_marketscottmn,59.0
2369409,elkoelkonv,74.0
2369410,elkridgehowardmd,156.0
2369412,elktoncecilmd,277.0
2369413,elktonrockinghamva,72.0
2369414,elktonsaint_johnsfl,67.0
2369417,ellabellbryanga,60.0
2369421,ellensburgkittitaswa,149.0
2369423,ellenvilleulsterny,47.0
2369424,ellerslieharrisga,60.0
2369426,ellettsvillemonroein,61.0
2369427,ellicott_cityhowardmd,419.0
2369428,ellijaygilmerga,538.0
2369430,ellingtontollandct,106.0
2369436,ellisvillesaint_louismo,89.0
2369437,elloreeorangeburgsc,38.0
2369441,ellsworthhancockme,104.0
2369442,ellsworthpiercewi,43.0
2369443,ellwood_citylawrencepa,64.0
2369444,elm_citywilsonnc,46.0
2369446,elm_grovewaukeshawi,61.0
2369448,elmaerieny,57.0
2369449,elmagrays_harborwa,35.0
2369451,elmhurstdu_pageil,298.0
2369452,elmiraantrimmi,21.0
2369453,elmontnassauny,254.0
2369457,elmwood_parkbergennj,58.0
2369458,elmwood_parkcookil,181.0
2369462,elmwoodpiercewi,18.0
2369464,elonalamancenc,46.0
2369466,eloypinalaz,31.0
2369467,elroyjuneauwi,20.0
2369469,elsberrylincolnmo,43.0
2369470,elsieclintonmi,11.0
2369471,elsinboro_townshipsalemnj,17.0
2369473,elsmerenew_castlede,48.0
2369478,elwoodmadisonin,81.0
2369479,elwoodwillil,40.0
2369481,elyrialorainoh,462.0
2369487,emerald_islecarteretnc,228.0
2369490,emersonbergennj,21.0
2369494,eminencehenryky,37.0
2369495,emmauslehighpa,58.0
2369496,emmett_townshipcalhounmi,54.0
2369497,emmettgemid,121.0
2369501,empireleelanaumi,14.0
2369505,encinitassan_diegoca,323.0
2369509,enfieldhartfordct,243.0
2369512,englewood_cliffsbergennj,38.0
2369513,englewoodarapahoeco,264.0
2369514,englewoodbergennj,136.0
2369517,englewoodmontgomeryoh,103.0
2369518,englewoodsarasotafl,844.0
2369520,englishtownmonmouthnj,14.0
2369521,enidgarfieldok,331.0
2369522,ennisellistx,89.0
2369523,enochironut,65.0
2369524,enolacumberlandpa,41.0
2369525,enonclarkoh,20.0
2369526,enoreespartanburgsc,36.0
2369528,enterprisecoffeeal,389.0
2369531,enumclawkingwa,112.0
2369533,ephrata_townshiplancasterpa,135.0
2369534,ephratagrantwa,52.0
2369536,epsommerrimacknh,31.0
2369538,epworthfanninga,23.0
2369543,erieeriepa,424.0
2369544,erieneoshoks,26.0
2369545,erieweldco,230.0
2369549,erinwashingtonwi,22.0
2369550,erlangerkentonky,125.0
2369551,ermacape_maynj,22.0
2369555,erwinharnettnc,34.0
2369557,erwinunicoitn,56.0
2369560,escondidosan_diegoca,728.0
2369562,eskocarltonmn,27.0
2369563,esmontalbemarleva,19.0
2369564,espanolario_arribanm,47.0
2369568,essex_junctionchittendenvt,46.0
2369569,essexbaltimoremd,210.0
2369570,essexchittendenvt,62.0
2369571,essexmiddlesexct,105.0
2369574,estacadaclackamasor,62.0
2369576,esteroleefl,349.0
2369577,estes_parklarimerco,329.0
2369578,estill_springsfranklintn,96.0
2369587,euclidcuyahogaoh,442.0
2369588,eudoradouglasks,51.0
2369589,eufaulabarboural,119.0
2369592,eugenelaneor,892.0
2369593,euharleebartowga,50.0
2369594,eulesstarranttx,220.0
2369596,eunicesaint_landryla,44.0
2369597,eureka_springscarrollar,279.0
2369603,eurekawoodfordil,34.0
2369604,eustacehendersontx,25.0
2369605,eustislakefl,387.0
2369606,eutawvilleorangeburgsc,43.0
2369611,evanserieny,46.0
2369612,evanstoncookil,601.0
2369616,evansvillevanderburghin,1249.0
2369618,evartosceolami,76.0
2369622,everettmiddlesexma,83.0
2369623,everettsnohomishwa,551.0
2369625,evergreen_parkcookil,139.0
2369626,evergreenjeffersonco,383.0
2369629,eveshamburlingtonnj,334.0
2369630,evingtoncampbellva,28.0
2369631,ewa_beachhonoluluhi,200.0
2369632,ewingmercernj,238.0
2369633,excelsior_springsclaymo,136.0
2369635,exeter_townshipberkspa,161.0
2369637,exetertulareca,93.0
2369641,extonchesterpa,84.0
2369643,fabensel_pasotx,34.0
2369644,fabernelsonva,14.0
2369647,fair_havenmonmouthnj,86.0
2369649,fair_lawnbergennj,94.0
2369650,fair_oaks_ranchbexartx,140.0
2369652,fair_plainberrienmi,64.0
2369653,fair_playoconeesc,70.0
2369655,fairbanksfairbanks_north_starak,169.0
2369656,fairborngreeneoh,146.0
2369657,fairburnfultonga,331.0
2369660,fairdalejeffersonky,37.0
2369661,fairfaxfairfaxva,467.0
2369662,fairfaxfranklinvt,28.0
2369668,fairfield_bayvan_burenar,102.0
2369670,fairfield_townshipcumberlandnj,13.0
2369673,fairfieldbutleroh,177.0
2369674,fairfieldessexnj,69.0
2369675,fairfieldfairfieldct,498.0
2369677,fairfieldfreestonetx,24.0
2369678,fairfieldjeffersonal,48.0
2369680,fairfieldrockbridgeva,19.0
2369683,fairhavenbristolma,109.0
2369684,fairhopebaldwinal,674.0
2369686,fairlandshelbyin,20.0
2369687,fairlawnsummitoh,59.0
2369690,fairmontmarionwv,150.0
2369691,fairmontmartinmn,97.0
2369698,fairmounthamiltontn,29.0
2369699,fairmountonondagany,46.0
2369703,fairport_harborlakeoh,20.0
2369705,fairview_heightssaint_clairil,169.0
2369707,fairview_parkcuyahogaoh,108.0
2369709,fairview_shoresorangefl,54.0
2369711,fairview_townshipyorkpa,55.0
2369712,fairviewbergennj,39.0
2369713,fairviewbuncombenc,109.0
2369714,fairviewcollintx,146.0
2369715,fairvieweriepa,80.0
2369720,fairviewwalkerga,26.0
2369724,fairwoodspokanewa,50.0
2369730,falkvillemorganal,45.0
2369734,fall_riverbristolma,307.0
2369735,fall_rivercolumbiawi,58.0
2369736,fallbrooksan_diegoca,355.0
2369737,falling_watersberkeleywv,78.0
2369738,fallonchurchillnv,111.0
2369739,fallowfield_townshipwashingtonpa,23.0
2369740,falls_churchfairfaxva,358.0
2369741,falls_of_roughgraysonky,29.0
2369742,falls_townshipbuckspa,25.0
2369743,fallstonharfordmd,64.0
2369746,falmouthpendletonky,46.0
2369748,fanwoodunionnj,39.0
2369749,fargocassnd,551.0
2369756,farmersvillecollintx,42.0
2369760,farmingdalenassauny,195.0
2369761,farmington_hillsoaklandmi,550.0
2369764,farmingtondakotamn,251.0
2369765,farmingtondavisut,117.0
2369767,farmingtonhartfordct,213.0
2369769,farmingtonontariony,49.0
2369770,farmingtonsaint_francoismo,104.0
2369771,farmingtonsan_juannm,372.0
2369773,farmingtonwashingtonwi,30.0
2369774,farmingvillesuffolkny,165.0
2369776,farmvillepittnc,61.0
2369777,farmvilleprince_edwardva,113.0
2369778,farnhamrichmondva,23.0
2369780,farragutknoxtn,282.0
2369781,farrellmercerpa,40.0
2369782,farwellclaremi,32.0
2369784,faterockwalltx,119.0
2369789,fayettecamerontx,19.0
2369794,fayettevillecumberlandnc,1880.0
2369795,fayettevillefayettega,639.0
2369797,fayettevillelincolntn,201.0
2369799,fayettevillewashingtonar,738.0
2369802,feather_soundpinellasfl,44.0
2369804,federal_waykingwa,456.0
2369807,felidaclarkwa,74.0
2369810,feltonkentde,97.0
2369813,fennvillealleganmi,167.0
2369814,fenton_townshipgeneseemi,195.0
2369815,fentonbroomeny,27.0
2369816,fentonsaint_louismo,302.0
2369821,fergusonsaint_louismo,155.0
2369823,fernandina_beachnassaufl,1100.0
2369827,ferndalewhatcomwa,267.0
2369828,fernleylyonnv,199.0
2369829,ferrisburghaddisonvt,25.0
2369830,ferrisellistx,25.0
2369831,ferrumfranklinva,28.0
2369832,ferrysburgottawami,98.0
2369833,ferryvillecrawfordwi,8.0
2369835,festusjeffersonmo,278.0
2369837,fife_lakekalkaskami,52.0
2369840,filertwin_fallsid,47.0
2369842,fillmoreventuraca,44.0
2369843,fincastlebotetourtva,38.0
2369846,findlayhancockoh,245.0
2369849,finksburgcarrollmd,61.0
2369850,finlaysonpinemn,20.0
2369852,finneytownhamiltonoh,81.0
2369859,fisherchampaignil,24.0
2369860,fishershamiltonin,892.0
2369861,fishersvilleaugustava,56.0
2369864,fitchburgdanewi,207.0
2369865,fitchburgworcesterma,217.0
2369866,fitzgeraldben_hillga,87.0
2369867,fitzwilliamcheshirenh,34.0
2369868,five_cornersclarkwa,136.0
2369870,flagler_beachflaglerfl,163.0
2369871,flagstaffcoconinoaz,594.0
2369873,flat_rockhendersonnc,138.0
2369877,flatwoodsgreenupky,19.0
2369878,fleetwoodashenc,69.0
2369879,fleetwoodberkspa,64.0
2369880,fleming_islandclayfl,344.0
2369883,flemingtonhunterdonnj,39.0
2369886,fletcherhendersonnc,230.0
2369888,flintgeneseemi,537.0
2369889,flintstonealleganymd,21.0
2369892,flippinmarionar,48.0
2369896,floral_citycitrusfl,106.0
2369900,florence_townshipburlingtonnj,37.0
2369901,florencebooneky,313.0
2369902,florenceflorencesc,557.0
2369904,florencelaneor,142.0
2369905,florencelauderdaleal,279.0
2369906,florencepinalaz,201.0
2369908,florenceravallimt,45.0
2369910,floresvillewilsontx,126.0
2369911,florham_parkmorrisnj,51.0
2369912,florida_citymiami_dadefl,53.0
2369916,florissantsaint_louismo,481.0
2369917,florissanttellerco,117.0
2369918,flossmoorcookil,134.0
2369921,flower_hillnassauny,27.0
2369922,flower_mounddentontx,581.0
2369923,flowery_branchhallga,528.0
2369924,flowoodrankinms,35.0
2369926,floydfloydva,55.0
2369928,floyds_knobsfloydin,86.0
2369929,flushing_townshipgeneseemi,101.0
2369930,flying_hillsberkspa,14.0
2369931,folcroftdelawarepa,62.0
2369932,foleybaldwinal,467.0
2369934,foleylincolnmo,20.0
2369936,folly_beachcharlestonsc,87.0
2369938,folsomdelawarepa,41.0
2369939,folsomsacramentoca,299.0
2369941,fond_du_lacfond_du_lacwi,324.0
2369942,fontanasan_bernardinoca,773.0
2369943,fontanawalworthwi,106.0
2369947,forest_acresrichlandsc,155.0
2369948,forest_cityrutherfordnc,123.0
2369951,forest_grovewashingtonor,135.0
2369953,forest_hillharfordmd,110.0
2369955,forest_hillsalleghenypa,68.0
2369956,forest_hillsdavidsontn,60.0
2369957,forest_hillskentmi,148.0
2369961,forest_lakewashingtonmn,139.0
2369962,forest_oaksguilfordnc,57.0
2369963,forest_parkclaytonga,135.0
2369964,forest_parkcookil,104.0
2369965,forest_parkhamiltonoh,82.0
2369968,forestbedfordva,171.0
2369970,forestburghsullivanny,19.0
2369971,forestdalebarnstablema,54.0
2369972,forestdalejeffersonal,71.0
2369979,forks_townshipnorthamptonpa,210.0
2369987,forsythtaneymo,80.0
2369989,fort_atkinsonjeffersonwi,126.0
2369995,fort_collinslarimerco,1306.0
2370000,fort_gratiotsaint_clairmi,114.0
2370002,fort_huntfairfaxva,62.0
2370005,fort_lauderdalebrowardfl,4634.0
2370007,fort_leebergennj,201.0
2370010,fort_mc_coymarionfl,46.0
2370011,fort_mckinleymontgomeryoh,33.0
2370012,fort_meadepolkfl,24.0
2370013,fort_millyorksc,880.0
2370014,fort_mitchellkentonky,32.0
2370015,fort_mitchellrussellal,114.0
2370016,fort_morganmorganco,57.0
2370018,fort_myersleefl,4826.0
2370020,fort_paynede_kalbal,134.0
2370021,fort_piercesaint_luciefl,690.0
2370025,fort_salongasuffolkny,109.0
2370030,fort_thomascampbellky,88.0
2370031,fort_valleypeachga,56.0
2370032,fort_walton_beachokaloosafl,237.0
2370033,fort_washingtonprince_georgesmd,369.0
2370034,fort_wayneallenin,1401.0
2370035,fort_whitecolumbiafl,86.0
2370036,fort_worthtarranttx,5671.0
2370037,fort_wrightkentonky,36.0
2370039,fortvillehancockin,22.0
2370041,forward_townshipalleghenypa,10.0
2370056,fountain_hillsmaricopaaz,589.0
2370057,fountain_inngreenvillesc,148.0
2370058,fountain_valleyorangeca,202.0
2370060,fountainbleaumiami_dadefl,395.0
2370061,fountainel_pasoco,298.0
2370062,fountainhead_orchard_hillswashingtonmd,38.0
2370063,fountainmasonmi,38.0
2370065,four_cornersmarionor,86.0
2370066,four_oaksjohnstonnc,83.0
2370071,fowleroteroco,18.0
2370073,fowlervillelivingstonmi,112.0
2370075,fox_islandpiercewa,51.0
2370076,fox_lake_hillslakeil,24.0
2370077,fox_lakedodgewi,44.0
2370078,fox_lakelakeil,94.0
2370079,fox_pointmilwaukeewi,59.0
2370080,fox_river_grovemchenryil,62.0
2370082,foxfiremoorenc,28.0
2370088,franconiafairfaxva,184.0
2370090,franconiamontgomerypa,24.0
2370093,frankfordsussexde,93.0
2370095,frankfortbenziemi,83.0
2370096,frankfortclintonin,47.0
2370097,frankfortfranklinky,412.0
2370098,frankfortrossoh,20.0
2370099,frankfortwillil,237.0
2370102,franklin_lakesbergennj,92.0
2370103,franklin_parkalleghenypa,59.0
2370104,franklin_parkcookil,80.0
2370105,franklin_squarenassauny,161.0
2370106,franklin_townshipadamspa,32.0
2370111,franklin_townshipgloucesternj,136.0
2370113,franklin_townshiphunterdonnj,41.0
2370115,franklin_townshipsomersetnj,267.0
2370116,franklin_townshipwarrennj,32.0
2370117,franklin_townshipyorkpa,13.0
2370118,franklincamerontx,31.0
2370119,franklinchesterpa,28.0
2370120,franklinfranklin_cityva,128.0
2370122,franklinjohnsonin,231.0
2370123,franklinmaconnc,680.0
2370125,franklinmilwaukeewi,227.0
2370128,franklinnorfolkma,190.0
2370129,franklinoaklandmi,50.0
2370131,franklinsimpsonky,138.0
2370133,franklintonfranklinnc,102.0
2370134,franklintonwashingtonla,60.0
2370137,franklinwarrenoh,71.0
2370138,franklinwilliamsontn,1204.0
2370139,frankstown_townshipblairpa,37.0
2370141,franktowndouglasco,64.0
2370146,frazier_parkkernca,50.0
2370148,fredericcrawfordmi,26.0
2370149,frederickfrederickmd,833.0
2370150,fredericksburggillespietx,296.0
2370151,fredericksburgspotsylvaniava,1143.0
2370155,fredericktownmadisonmo,87.0
2370156,frederickweldco,103.0
2370157,fredericpolkwi,35.0
2370158,fredoniachautauquany,42.0
2370160,fredonsussexnj,27.0
2370161,free_soilmasonmi,54.0
2370163,freeburgsaint_clairil,34.0
2370166,freedomcarrollnh,39.0
2370168,freedomoutagamiewi,17.0
2370170,freehold_townshipmonmouthnj,433.0
2370174,freelandsaginawmi,46.0
2370178,freeportbrazoriatx,46.0
2370179,freeportnassauny,466.0
2370184,freetownbristolma,76.0
2370187,fremontalamedaca,578.0
2370189,fremontnewaygomi,85.0
2370201,fresnofort_bendtx,148.0
2370202,fresnofresnoca,1707.0
2370205,friday_harborsan_juanwa,178.0
2370206,fridleyanokamn,132.0
2370209,friendshipadamswi,80.0
2370211,friendshipknoxme,16.0
2370212,friendsvilleblounttn,76.0
2370213,friendsvillegarrettmd,16.0
2370214,friendswoodgalvestontx,363.0
2370218,friscocollintx,1768.0
2370222,front_royalwarrenva,277.0
2370227,fruit_covesaint_johnsfl,445.0
2370229,fruitamesaco,177.0
2370230,fruitland_parklakefl,144.0
2370231,fruitlandpayetteid,66.0
2370234,frye_islandcumberlandme,10.0
2370235,fullertonlehighpa,76.0
2370237,fullertonorangeca,539.0
2370239,fultoncallawaymo,116.0
2370240,fultondalejeffersonal,67.0
2370242,fultonhowardmd,33.0
2370245,fultonoswegony,70.0
2370246,fultonrockwi,26.0
2370249,fuquay_varinawakenc,613.0
2370252,gadsdenetowahal,297.0
2370254,gaffneycherokeesc,178.0
2370255,gages_lakelakeil,64.0
2370256,gahannafranklinoh,167.0
2370257,gaines_townshipkentmi,105.0
2370258,gainesborojacksontn,67.0
2370261,gainesvillealachuafl,1340.0
2370262,gainesvillecooketx,124.0
2370263,gainesvillehallga,1403.0
2370264,gainesvilleprince_williamva,226.0
2370265,gaithersburgmontgomerymd,199.0
2370270,galenadelawareoh,96.0
2370275,galesburgknoxil,125.0
2370282,gallatincolumbiany,22.0
2370283,gallatindaviessmo,47.0
2370284,gallatinsumnertn,552.0
2370288,gallowayatlanticnj,211.0
2370289,gallowayfranklinoh,35.0
2370295,galvestongalvestontx,860.0
2370296,gambrillsanne_arundelmd,63.0
2370302,garden_city_parknassauny,47.0
2370304,garden_cityadaid,177.0
2370306,garden_citychathamga,24.0
2370308,garden_citynassauny,206.0
2370310,garden_citywaynemi,203.0
2370311,garden_groveorangeca,445.0
2370318,gardenalos_angelesca,140.0
2370320,gardendalejeffersonal,184.0
2370322,gardinerkennebecme,69.0
2370323,gardinerulsterny,62.0
2370325,gardnerjohnsonks,219.0
2370326,gardnervilledouglasnv,293.0
2370327,gardnerworcesterma,98.0
2370328,garfield_heightscuyahogaoh,352.0
2370329,garfield_townshipgrand_traversemi,259.0
2370330,garfieldbentonar,104.0
2370331,garfieldbergennj,71.0
2370333,garlanddallastx,1281.0
2370336,garnerwakenc,508.0
2370337,garnet_valleydelawarepa,72.0
2370340,garrettsvilleportageoh,57.0
2370343,garwoodunionnj,15.0
2370344,garylakein,401.0
2370347,gassvillebaxterar,17.0
2370349,gastoniagastonnc,647.0
2370350,gastonlexingtonsc,60.0
2370356,gates_north_gatesmonroeny,48.0
2370357,gatesgatesnc,29.0
2370361,gatlinburgseviertn,529.0
2370362,gautierjacksonms,173.0
2370363,gaylesvillecherokeeal,9.0
2370364,gaylordotsegomi,264.0
2370367,gearhartclatsopor,27.0
2370372,geneseejeffersonco,57.0
2370378,genevaashtabulaoh,66.0
2370379,genevakaneil,277.0
2370380,genevaseminolefl,45.0
2370385,genoadekalbil,83.0
2370393,georgetownbrownoh,33.0
2370399,georgetownquitmanga,11.0
2370400,georgetownscottky,559.0
2370401,georgetownsussexde,116.0
2370402,georgetownwilliamsontx,822.0
2370403,georgiafranklinvt,23.0
2370414,germantownmontgomerymd,360.0
2370416,germantownshelbytn,262.0
2370417,germany_townshipadamspa,28.0
2370419,gerrardstownberkeleywv,48.0
2370421,gettysburgadamspa,73.0
2370426,gibbsborocamdennj,11.0
2370427,gibbstowngloucesternj,24.0
2370428,gibraltarwaynemi,60.0
2370431,gibsoniapolkfl,29.0
2370433,gibsontonhillsboroughfl,148.0
2370435,giddingsleetx,19.0
2370437,gig_harborpiercewa,498.0
2370439,gilbertlexingtonsc,101.0
2370440,gilbertmaricopaaz,2681.0
2370442,gilbertskaneil,86.0
2370444,gilbertsvillemontgomerypa,17.0
2370447,gilfordbelknapnh,196.0
2370448,gilgo_oak_beach_captreesuffolkny,13.0
2370450,gillettecampbellwy,279.0
2370456,gilmantonbelknapnh,56.0
2370457,gilmerupshurtx,39.0
2370459,gilroysanta_claraca,191.0
2370462,girardmacoupinil,38.0
2370463,girardtrumbulloh,94.0
2370466,gladehillfranklinva,19.0
2370468,gladewatergreggtx,27.0
2370470,gladstoneclaymo,239.0
